# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Feb  6 12:35:10 2021
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag
# COLUMN koi_fpflag_ss:  Stellar Eclipse False Positive Flag
# COLUMN koi_fpflag_co:  Centroid Offset False Positive Flag
# COLUMN koi_fpflag_ec:  Ephemeris Match Indicates Contamination False Positive Flag
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux]
# COLUMN koi_insol_err2: Insolation Flux Lower Unc. [Earth flux]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_tce_delivname: TCE Delivery
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
7031517,K00871.01,,CANDIDATE,CANDIDATE,0.0000,0,0,0,0,12.940668656,3.3520000e-06,-3.3520000e-06,179.4230140,2.060000e-04,-2.060000e-04,0.8970,0.1600,-0.0720,2.48450,0.01650,-0.01650,4.2450e+04,1.980e+02,-1.980e+02,22.94,4.930e+00,-1.960e+00,723.0,,,64.64,40.22,-16.72,307.50,1,q1_q17_dr25_tce,5875.00,140.00,-175.00,4.572,0.036,-0.144,0.8090,0.1740,-0.0690,291.119690,42.507069,15.215
11869052,K00120.01,,FALSE POSITIVE,FALSE POSITIVE,0.5730,0,1,0,0,20.545237500,1.4280000e-04,-1.4280000e-04,137.9139400,3.580000e-03,-3.580000e-03,0.9500,0.0070,-0.6680,2.51700,0.09470,-0.09470,2.1850e+02,1.400e+01,-1.400e+01,2.41,5.600e-01,-6.300e-01,742.0,,,71.57,60.96,-38.29,18.50,1,q1_q17_dr25_tce,5670.00,280.00,-229.00,4.206,0.241,-0.130,1.2640,0.2980,-0.3280,294.401920,50.172089,12.003
7109675,K00872.01,Kepler-46 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,33.601233710,1.7670000e-05,-1.7670000e-05,186.6803430,4.120000e-04,-4.120000e-04,0.6700,0.0280,-0.0730,4.40560,0.05780,-0.05780,7.4259e+03,3.320e+01,-3.320e+01,8.46,4.000e-01,-5.000e-01,495.0,,,14.22,2.79,-2.41,247.90,1,q1_q17_dr25_tce,5149.00,113.00,-82.00,4.447,0.054,-0.036,0.9300,0.0440,-0.0550,289.268740,42.604172,15.262
7109675,K00872.02,Kepler-46 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,6.766529280,1.5770000e-05,-1.5770000e-05,138.0637000,1.890000e-03,-1.890000e-03,0.4290,0.0310,-0.4290,2.90040,0.05460,-0.05460,4.5070e+02,1.720e+01,-1.720e+01,1.97,9.000e-02,-1.200e-01,845.0,,,120.48,23.66,-20.46,29.20,2,q1_q17_dr25_tce,5149.00,113.00,-82.00,4.447,0.054,-0.036,0.9300,0.0440,-0.0550,289.268740,42.604172,15.262
7118364,K00873.01,Kepler-710 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,4.347288783,8.5120000e-06,-8.5120000e-06,172.2334300,1.570000e-03,-1.570000e-03,0.0250,0.4040,-0.0250,2.10240,0.05020,-0.05020,4.5160e+02,1.320e+01,-1.320e+01,2.36,3.900e-01,-2.900e-01,1174.0,,,449.79,193.34,-122.22,39.70,1,q1_q17_dr25_tce,5754.00,78.00,-78.00,4.345,0.110,-0.110,1.1220,0.1840,-0.1380,291.964170,42.696140,15.024
7134976,K00874.01,Kepler-246 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,4.601811819,6.1680000e-06,-6.1680000e-06,169.9810800,1.050000e-03,-1.050000e-03,0.5670,0.0450,-0.4480,2.26070,0.03670,-0.03670,7.5590e+02,1.410e+01,-1.410e+01,2.35,9.000e-02,-1.800e-01,896.0,,,152.91,23.09,-30.96,60.80,1,q1_q17_dr25_tce,4986.00,82.00,-82.00,4.496,0.080,-0.025,0.8330,0.0320,-0.0640,296.483430,42.663429,15.024
7134976,K00874.02,Kepler-246 c,CONFIRMED,CANDIDATE,0.9970,0,0,0,0,11.187199050,5.3310000e-05,-5.3310000e-05,137.1781400,4.160000e-03,-4.160000e-03,0.3870,0.0620,-0.3870,3.25200,0.12200,-0.12200,3.5360e+02,1.750e+01,-1.750e+01,1.55,6.000e-02,-1.200e-01,667.0,,,46.65,7.05,-9.44,21.90,2,q1_q17_dr25_tce,4986.00,82.00,-82.00,4.496,0.080,-0.025,0.8330,0.0320,-0.0640,296.483430,42.663429,15.024
7135852,K00875.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,4.220965778,2.5840000e-06,-2.5840000e-06,170.6224330,4.910000e-04,-4.910000e-04,0.7050,0.0610,-0.3110,3.08540,0.06450,-0.06450,2.2600e+03,1.790e+01,-1.790e+01,2.62,5.800e-01,-5.800e-01,595.0,,,29.68,41.22,-16.05,157.80,1,q1_q17_dr25_tce,3837.00,481.00,-259.00,4.747,0.105,-0.094,0.5170,0.1140,-0.1140,296.693940,42.626110,15.692
7270230,K00876.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,6.998099523,2.3560000e-06,-2.3560000e-06,171.8989130,2.670000e-04,-2.670000e-04,7.3610,46.9900,-1.3510,2.04880,0.01420,-0.01420,2.0285e+04,1.280e+02,-1.280e+02,588.66,1.285e+02,-4.616e+01,853.0,,,125.22,81.62,-29.93,192.30,1,q1_q17_dr25_tce,5612.00,152.00,-152.00,4.566,0.038,-0.152,0.8290,0.1810,-0.0650,287.884120,42.832439,15.877
7287995,K00877.01,Kepler-81 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,5.954899930,5.4820000e-06,-5.4820000e-06,170.9558710,7.340000e-04,-7.340000e-04,0.3270,0.0840,-0.3270,2.38920,0.02810,-0.02810,1.4107e+03,1.780e+01,-1.780e+01,2.33,1.000e-01,-1.100e-01,635.0,,,38.52,6.66,-6.17,87.20,1,q1_q17_dr25_tce,4261.00,85.00,-85.00,4.641,0.027,-0.020,0.6330,0.0260,-0.0290,293.636960,42.824970,15.019
7287995,K00877.02,Kepler-81 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,12.039874880,1.8250000e-05,-1.8250000e-05,181.2253600,1.170000e-03,-1.170000e-03,0.2860,0.1330,-0.2860,2.73630,0.04110,-0.04110,1.2506e+03,2.350e+01,-2.350e+01,2.18,9.000e-02,-1.000e-01,502.0,,,15.06,2.60,-2.41,57.60,2,q1_q17_dr25_tce,4261.00,85.00,-85.00,4.641,0.027,-0.020,0.6330,0.0260,-0.0290,293.636960,42.824970,15.019
7287995,K00877.03,Kepler-81 d,CONFIRMED,CANDIDATE,0.9980,0,0,0,0,20.837628950,9.6500000e-05,-9.6500000e-05,132.0848800,3.910000e-03,-3.910000e-03,0.7060,0.0400,-0.5050,2.37340,0.09870,-0.09870,4.3900e+02,3.090e+01,-3.090e+01,1.42,6.000e-02,-7.000e-02,418.0,,,7.24,1.25,-1.16,14.90,3,q1_q17_dr25_tce,4261.00,85.00,-85.00,4.641,0.027,-0.020,0.6330,0.0260,-0.0290,293.636960,42.824970,15.019
3247396,K00121.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,8.811102200,1.6420000e-05,-1.6420000e-05,136.4568000,1.510000e-03,-1.510000e-03,1.2230,11.0800,-0.2150,5.06830,0.07710,-0.07710,4.0110e+02,6.100e+00,-6.100e+00,63.66,8.980e+00,-1.795e+01,1399.0,,,904.92,371.14,-471.54,76.80,1,q1_q17_dr25_tce,6200.00,125.00,-113.00,3.800,0.225,-0.075,2.4040,0.3390,-0.6780,294.460880,38.383461,12.759
7303253,K00878.01,Kepler-711 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,23.589171430,5.7860000e-05,-5.7860000e-05,173.8199400,1.940000e-03,-1.940000e-03,0.9260,0.0260,-0.5380,5.07300,0.32500,-0.32500,1.2007e+03,2.740e+01,-2.740e+01,3.16,3.000e-01,-3.300e-01,487.0,,,13.34,4.66,-3.85,53.30,1,q1_q17_dr25_tce,4919.00,146.00,-146.00,4.566,0.072,-0.048,0.7210,0.0690,-0.0750,297.460020,42.839920,15.316
5094751,K00123.01,Kepler-109 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,6.481633073,6.0040000e-06,-6.0040000e-06,122.9776570,7.550000e-04,-7.550000e-04,0.8330,0.0210,-0.5760,3.78400,0.03390,-0.03390,2.9850e+02,2.700e+00,-2.700e+00,2.54,1.100e-01,-1.200e-01,1145.0,,,406.25,58.56,-52.79,125.60,1,q1_q17_dr25_tce,5945.00,71.00,-71.00,4.213,0.033,-0.027,1.3020,0.0580,-0.0580,290.392730,40.284870,12.365
7678434,K00892.01,Kepler-716 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,10.371689280,1.4770000e-05,-1.4770000e-05,172.6172900,1.170000e-03,-1.170000e-03,0.5370,0.0200,-0.4780,3.03500,0.04560,-0.04560,1.2549e+03,2.120e+01,-2.120e+01,3.20,1.800e-01,-2.800e-01,720.0,,,63.68,11.53,-13.96,64.50,1,q1_q17_dr25_tce,5121.00,76.00,-84.00,4.457,0.091,-0.039,0.8880,0.0490,-0.0770,290.393220,43.363899,15.193
7678434,K00892.02,Kepler-716 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.969962980,1.3950000e-05,-1.3950000e-05,137.7544700,3.100000e-03,-3.100000e-03,0.8360,0.1010,-0.6020,1.17570,0.09700,-0.09700,2.9920e+02,2.450e+01,-2.450e+01,1.78,9.000e-02,-1.600e-01,992.0,,,229.37,41.51,-50.30,15.00,2,q1_q17_dr25_tce,5121.00,76.00,-84.00,4.457,0.091,-0.039,0.8880,0.0490,-0.0770,290.393220,43.363899,15.193
7685981,K00893.01,Kepler-717 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,4.408413310,1.4080000e-05,-1.4080000e-05,172.1858200,2.620000e-03,-2.620000e-03,0.8990,0.0130,-0.6550,5.01200,0.10600,-0.10600,5.4940e+02,1.340e+01,-1.340e+01,2.66,7.900e-01,-3.300e-01,1139.0,,,398.00,359.33,-131.06,45.10,1,q1_q17_dr25_tce,6007.00,189.00,-189.00,4.457,0.081,-0.202,0.9610,0.2850,-0.1220,292.965550,43.346390,15.662
7708215,K00894.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,7.942617600,2.4190000e-05,-2.4190000e-05,174.5256300,2.580000e-03,-2.580000e-03,0.9420,0.0070,-0.0080,6.70300,0.17300,-0.17300,1.5907e+03,4.040e+01,-4.040e+01,4.68,1.460e+00,-4.800e-01,878.0,,,140.57,128.66,-41.84,60.40,1,q1_q17_dr25_tce,5811.00,157.00,-192.00,4.521,0.039,-0.221,0.9260,0.2890,-0.0960,299.001430,43.399632,15.260
7373451,K00881.02,Kepler-712 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,226.890477500,9.0570000e-04,-9.0570000e-04,207.3597100,3.620000e-03,-3.620000e-03,0.7310,0.1390,-0.4920,7.55800,0.19300,-0.19300,3.1364e+03,6.940e+01,-6.940e+01,4.53,3.200e-01,-2.000e-01,236.0,,,0.73,0.18,-0.11,46.80,2,q1_q17_dr25_tce,5067.00,102.00,-102.00,4.585,0.024,-0.048,0.7500,0.0520,-0.0330,294.909730,42.935261,15.859
7377033,K00882.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,1.956811408,1.0590000e-06,-1.0590000e-06,170.6942080,4.300000e-04,-4.300000e-04,1.0910,11.8300,-0.0230,2.19580,0.02570,-0.02570,2.4905e+04,2.440e+02,-2.440e+02,21.58,1.330e+00,-1.470e+00,1109.0,,,357.16,100.66,-82.23,125.40,1,q1_q17_dr25_tce,5209.00,171.00,-155.00,4.657,0.063,-0.032,0.6030,0.0370,-0.0410,295.835360,42.943062,15.533
7380537,K00883.01,,CANDIDATE,CANDIDATE,0.9970,0,0,0,0,2.688899233,1.9000000e-07,-1.9000000e-07,170.1020904,5.610000e-05,-5.610000e-05,0.0010,0.0610,-0.0010,2.11275,0.00254,-0.00254,3.7492e+04,4.400e+01,-4.400e+01,12.04,1.360e+00,-7.900e-01,929.0,,,175.76,66.28,-39.88,1011.60,1,q1_q17_dr25_tce,4820.00,130.00,-144.00,4.667,0.027,-0.063,0.6390,0.0720,-0.0420,296.683070,42.967869,15.766
7434875,K00884.01,Kepler-247 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,9.439459486,4.9910000e-06,-4.9910000e-06,177.1860960,4.180000e-04,-4.180000e-04,0.0490,0.2730,-0.0490,2.89790,0.01880,-0.01880,3.0361e+03,1.880e+01,-1.880e+01,4.16,5.000e-01,-2.800e-01,686.0,,,52.32,21.42,-12.06,175.20,1,q1_q17_dr25_tce,5097.00,152.00,-152.00,4.597,0.025,-0.085,0.7790,0.0930,-0.0530,288.642520,43.039291,15.067
8349582,K00122.01,Kepler-95 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,11.523067458,9.4520000e-06,-9.4520000e-06,131.9690550,7.000000e-04,-7.000000e-04,0.0000,0.3040,0.0000,3.87570,0.02090,-0.02090,5.0730e+02,4.200e+00,-4.200e+00,3.13,2.000e-01,-1.700e-01,927.0,,,174.81,35.33,-25.81,142.00,1,q1_q17_dr25_tce,5644.00,84.00,-75.00,4.162,0.033,-0.030,1.4110,0.0910,-0.0730,284.482450,44.398041,12.346
7434875,K00884.02,Kepler-247 d,CONFIRMED,CANDIDATE,0.0000,0,0,0,0,20.477488430,3.1260000e-05,-3.1260000e-05,178.6678600,1.030000e-03,-1.030000e-03,0.4970,0.0150,-0.4400,2.83640,0.04190,-0.04190,1.3824e+03,2.820e+01,-2.820e+01,2.92,3.500e-01,-1.900e-01,530.0,,,18.65,7.63,-4.30,52.70,2,q1_q17_dr25_tce,5097.00,152.00,-152.00,4.597,0.025,-0.085,0.7790,0.0930,-0.0530,288.642520,43.039291,15.067
7434875,K00884.03,Kepler-247 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.336123113,4.3590000e-06,-4.3590000e-06,135.3162300,1.090000e-03,-1.090000e-03,0.2520,0.2200,-0.2520,1.96160,0.03330,-0.03330,5.1630e+02,1.370e+01,-1.370e+01,1.74,2.000e-01,-1.200e-01,970.0,,,209.79,85.87,-48.36,41.60,3,q1_q17_dr25_tce,5097.00,152.00,-152.00,4.597,0.025,-0.085,0.7790,0.0930,-0.0530,288.642520,43.039291,15.067
7455287,K00886.01,Kepler-54 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,8.010784560,1.0610000e-05,-1.0610000e-05,170.2073900,1.060000e-03,-1.060000e-03,0.1920,0.0960,-0.1920,2.31200,0.03360,-0.03360,1.3336e+03,2.930e+01,-2.930e+01,1.72,1.300e-01,-2.000e-01,453.0,,,9.90,2.52,-2.88,48.50,1,q1_q17_dr25_tce,3713.00,74.00,-92.00,4.779,0.063,-0.031,0.4700,0.0360,-0.0540,294.773930,43.056301,15.847
7455287,K00886.02,Kepler-54 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,12.071342050,4.2100000e-05,-4.2100000e-05,143.4594800,2.870000e-03,-2.870000e-03,0.0140,0.5180,-0.0140,4.32240,0.09830,-0.09830,7.5920e+02,2.640e+01,-2.640e+01,1.29,1.000e-01,-1.500e-01,395.0,,,5.74,1.46,-1.67,31.00,2,q1_q17_dr25_tce,3713.00,74.00,-92.00,4.779,0.063,-0.031,0.4700,0.0360,-0.0540,294.773930,43.056301,15.847
7455287,K00886.03,Kepler-54 d,CONFIRMED,CANDIDATE,0.9860,0,0,0,0,20.995878720,7.6620000e-05,-7.6620000e-05,152.3155400,3.050000e-03,-3.050000e-03,0.2280,0.1760,-0.2280,2.63330,0.08660,-0.08660,7.6730e+02,4.290e+01,-4.290e+01,1.30,1.000e-01,-1.500e-01,328.0,,,2.74,0.70,-0.79,18.20,3,q1_q17_dr25_tce,3713.00,74.00,-92.00,4.779,0.063,-0.031,0.4700,0.0360,-0.0540,294.773930,43.056301,15.847
7458762,K00887.01,Kepler-713 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,7.411131770,1.3570000e-05,-1.3570000e-05,175.3475400,1.470000e-03,-1.470000e-03,0.7120,0.1750,-0.4770,2.52420,0.04920,-0.04920,6.2050e+02,1.430e+01,-1.430e+01,2.45,7.700e-01,-2.500e-01,905.0,,,158.11,145.61,-47.15,50.40,1,q1_q17_dr25_tce,5849.00,157.00,-192.00,4.517,0.039,-0.208,0.9190,0.2890,-0.0960,295.651490,43.029831,15.031
7552344,K00888.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,1.000747038,2.9100000e-07,-2.9100000e-07,169.9742290,2.250000e-04,-2.250000e-04,0.9080,0.0050,-0.6350,0.99670,0.03880,-0.03880,1.8235e+03,1.690e+01,-1.690e+01,4.14,7.500e-01,-5.700e-01,1620.0,,,1635.20,958.96,-568.34,147.40,1,q1_q17_dr25_tce,5472.00,179.00,-179.00,4.499,0.117,-0.130,0.7900,0.1430,-0.1080,297.975130,43.164909,15.419
757450,K00889.01,Kepler-75 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,8.884922995,1.6360000e-06,-1.6360000e-06,169.9916860,1.440000e-04,-1.440000e-04,0.0690,0.0870,-0.0690,2.07004,0.00709,-0.00709,1.6053e+04,4.740e+01,-4.740e+01,10.51,5.600e-01,-5.700e-01,770.0,,,83.21,16.69,-13.87,388.20,1,q1_q17_dr25_tce,5332.00,106.00,-96.00,4.500,0.050,-0.036,0.8430,0.0450,-0.0450,291.137600,36.577381,15.264
7585481,K00890.01,Kepler-714 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,8.098889060,2.1810000e-06,-2.1810000e-06,176.6237310,2.160000e-04,-2.160000e-04,0.0180,0.1540,-0.0180,4.20241,0.00982,-0.00982,6.9111e+03,1.800e+01,-1.800e+01,8.95,2.940e+00,-9.800e-01,986.0,,,223.19,216.44,-69.72,435.90,1,q1_q17_dr25_tce,6214.00,174.00,-217.00,4.442,0.054,-0.216,1.0760,0.3530,-0.1180,282.699520,43.272739,15.261
7663691,K00891.01,Kepler-715 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,10.006530120,2.0010000e-05,-2.0010000e-05,176.9689800,1.520000e-03,-1.520000e-03,0.8620,0.0280,-0.5860,5.34400,0.11400,-0.11400,9.3610e+02,1.470e+01,-1.470e+01,3.52,1.110e+00,-3.800e-01,876.0,,,139.21,132.68,-43.02,71.90,1,q1_q17_dr25_tce,6063.00,181.00,-217.00,4.470,0.052,-0.208,1.0010,0.3180,-0.1060,283.630770,43.379398,15.063
5812701,K00012.01,Kepler-448 b,CONFIRMED,CANDIDATE,0.6350,0,0,0,0,17.855221681,3.6760000e-06,-3.6760000e-06,146.5964660,1.630000e-04,-1.630000e-04,0.0750,0.1060,-0.0430,7.41287,0.00581,-0.00581,9.0652e+03,1.120e+01,-1.120e+01,13.16,2.570e+00,-6.500e-01,911.0,,,163.04,78.35,-23.38,915.70,1,q1_q17_dr25_tce,6823.00,61.00,-92.00,4.308,0.024,-0.128,1.3670,0.2670,-0.0670,297.453740,41.010990,11.353
8013419,K00901.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,12.732624065,4.3970000e-06,-4.3970000e-06,176.9390540,2.730000e-04,-2.730000e-04,0.8110,0.0200,-0.0330,2.20830,0.04320,-0.04320,6.4657e+03,4.100e+01,-4.100e+01,4.87,9.700e-01,-9.600e-01,432.0,,,8.22,11.81,-4.37,210.50,1,q1_q17_dr25_tce,3950.00,560.00,-301.00,4.721,0.104,-0.085,0.5410,0.1070,-0.1070,285.167480,43.876339,15.750
8018547,K00902.01,,CANDIDATE,CANDIDATE,0.9660,0,0,0,0,83.924940320,7.9990000e-05,-7.9990000e-05,236.7633400,7.180000e-04,-7.180000e-04,0.6580,0.0310,-0.0520,6.79040,0.07480,-0.07480,7.9587e+03,5.480e+01,-5.480e+01,4.78,3.400e-01,-4.700e-01,226.0,,,0.62,0.18,-0.18,182.10,1,q1_q17_dr25_tce,3960.00,118.00,-130.00,4.746,0.045,-0.040,0.5090,0.0360,-0.0500,287.852390,43.897991,15.754
8039892,K00903.01,Kepler-719 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,5.007316661,1.3890000e-06,-1.3890000e-06,173.4339970,2.190000e-04,-2.190000e-04,0.3440,0.0760,-0.1810,4.23620,0.02480,-0.02480,6.9323e+03,1.970e+01,-1.970e+01,6.96,1.750e+00,-6.200e-01,998.0,,,234.28,170.60,-64.02,431.40,1,q1_q17_dr25_tce,5865.00,146.00,-190.00,4.563,0.042,-0.168,0.8270,0.2080,-0.0740,295.536130,43.884449,15.813
8150320,K00904.01,Kepler-55 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,2.211116989,2.6910000e-06,-2.6910000e-06,170.1501390,9.690000e-04,-9.690000e-04,0.6900,0.0090,-0.5090,1.64850,0.02970,-0.02970,7.2420e+02,1.890e+01,-1.890e+01,1.85,1.300e-01,-5.000e-02,931.0,,,177.19,40.98,-23.72,42.60,1,q1_q17_dr25_tce,4500.00,90.00,-90.00,4.656,0.013,-0.043,0.6460,0.0430,-0.0200,285.168330,44.026459,15.791
8150320,K00904.02,Kepler-55 b,CONFIRMED,CANDIDATE,0.9970,0,0,0,0,27.954133700,1.7270000e-04,-1.7270000e-04,178.7379100,3.970000e-03,-3.970000e-03,0.0630,0.4020,-0.0630,3.95000,0.13800,-0.13800,9.4250e+02,3.960e+01,-3.960e+01,1.90,1.300e-01,-6.000e-02,400.0,,,6.04,1.39,-0.81,25.40,3,q1_q17_dr25_tce,4500.00,90.00,-90.00,4.656,0.013,-0.043,0.6460,0.0430,-0.0200,285.168330,44.026459,15.791
11086270,K00124.01,Kepler-110 b,CONFIRMED,CANDIDATE,0.4150,0,0,0,0,12.691043870,2.2980000e-05,-2.2980000e-05,137.1259400,1.490000e-03,-1.490000e-03,0.0080,0.3890,-0.0070,3.77270,0.04520,-0.04520,2.5210e+02,4.600e+00,-4.600e+00,2.57,4.000e-01,-6.500e-01,1008.0,,,244.30,109.11,-118.87,60.20,1,q1_q17_dr25_tce,5869.00,117.00,-117.00,4.024,0.210,-0.105,1.6260,0.2540,-0.4130,292.929140,48.602810,12.935
7767559,K00895.01,,FALSE POSITIVE,FALSE POSITIVE,0.2280,0,1,0,0,4.409409243,5.8310000e-06,-5.8310000e-06,171.8943300,1.050000e-03,-1.050000e-03,0.0280,0.2690,-0.0280,3.86360,0.04680,-0.04680,1.2861e+04,1.740e+02,-1.740e+02,10.95,3.050e+00,-2.030e+00,1101.0,,,347.06,298.88,-143.45,85.80,1,q1_q17_dr25_tce,5600.00,186.00,-169.00,4.368,0.185,-0.204,0.9750,0.2710,-0.1810,296.410190,43.455391,15.403
7825899,K00896.01,Kepler-248 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,16.239470960,1.5750000e-05,-1.5750000e-05,175.5699070,7.710000e-04,-7.710000e-04,0.0430,0.3430,-0.0430,4.03740,0.03450,-0.03450,2.5907e+03,2.250e+01,-2.250e+01,4.14,3.800e-01,-1.500e-01,598.0,,,30.14,8.83,-4.28,123.80,1,q1_q17_dr25_tce,5191.00,103.00,-103.00,4.564,0.016,-0.088,0.8370,0.0780,-0.0300,293.061400,43.581360,15.258
7825899,K00896.02,Kepler-248 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,6.308201629,7.0310000e-06,-7.0310000e-06,174.0476610,8.830000e-04,-8.830000e-04,0.0300,0.3830,-0.0300,2.97850,0.03230,-0.03230,1.3285e+03,1.730e+01,-1.730e+01,2.96,2.800e-01,-1.000e-01,819.0,,,106.44,31.16,-15.12,86.20,2,q1_q17_dr25_tce,5191.00,103.00,-103.00,4.564,0.016,-0.088,0.8370,0.0780,-0.0300,293.061400,43.581360,15.258
7849854,K00897.01,Kepler-718 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,2.052349884,1.3700000e-07,-1.3700000e-07,169.8906220,5.250000e-05,-5.250000e-05,0.4370,0.0300,-0.0540,2.07780,0.01090,-0.01090,1.4281e+04,1.790e+01,-1.790e+01,13.12,2.010e+00,-1.180e+00,1497.0,,,1183.18,468.35,-260.60,1072.10,1,q1_q17_dr25_tce,5855.00,70.00,-88.00,4.393,0.076,-0.123,1.0800,0.1660,-0.0970,299.561890,43.503559,15.257
